,Unnamed: 0,Unnamed: 0.1,sys1,sys,sim,gamma_bcc,gamma_fcc,rho_gm3
20554,138630,138630,Al1Ti1Cr1Fe1Co1Cu1Nb1,AlTiCrFeCoCuNb,0.7662,1.125645783147866,1.019230351114791,6.681545546774518
20555,138631,138631,Al1Ti1Cr1Fe1Co1Cu1Mo1,AlTiCrFeCoCuMo,0.7766,1.0651006396168758,0.9608908417564976,6.907405225892114
20556,138632,138632,Al1Ti1Cr1Fe1Co1Cu1Tc1,AlTiCrFeCoCuTc,0.6441,1.0931955446104202,1.0281434179384217,7.037437053375394
20557,138633,138633,Al1Ti1Cr1Fe1Co1Cu1Ru1,AlTiCrFeCoCuRu,0.7278,1.1054744780832604,1.0246317052905562,7.136047235724866
20558,138635,138635,Al1Ti1Cr1Fe1Co1Cu1Pd1,AlTiCrFeCoCuPd,0.7261,1.0444706363595584,0.9666447934399596,7.146835395146441
20559,138636,138636,Al1Ti1Cr1Fe1Co1Cu1Ag1,AlTiCrFeCoCuAg,0.7392,1.1169989975412014,1.0604633560629144,6.996341589551018
20564,138650,138650,Al1Ti1Cr1Fe1Co1Zn1Nb1,AlTiCrFeCoZnNb,0.7478,1.062506328559734,0.97717427464989,6.489240416187681
20565,138651,138651,Al1Ti1Cr1Fe1Co1Zn1Mo1,AlTiCrFeCoZnMo,0.7608,1.043017162053928,0.9641101844888093,6.702588214188375
20566,138652,138652,Al1Ti1Cr1Fe1Co1Zn1Tc1,AlTiCrFeCoZnTc,0.6286,1.0437266203538058,0.9925654245256336,6.8254284647309635
20567,138653,138653,Al1Ti1Cr1Fe1Co1Zn1Ru1,AlTiCrFeCoZnRu,0.7074,1.1003038542562782,1.044858327647071,6.919314645311541
20568,138655,138655,Al1Ti1Cr1Fe1Co1Zn1Pd1,AlTiCrFeCoZnPd,0.7043,1.0201101627433524,0.9646777624899446,6.932140442181816
20569,138656,138656,Al1Ti1Cr1Fe1Co1Zn1Ag1,AlTiCrFeCoZnAg,0.7163,1.0505378771031262,1.0105911742929607,6.791774317317552
20575,138705,138705,Al1Ti1Cr1Fe1Co1Nb1Mo1,AlTiCrFeCoNbMo,0.7651,1.1612320040942676,1.0365109096735017,6.9650301615594525
20576,138706,138706,Al1Ti1Cr1Fe1Co1Nb1Tc1,AlTiCrFeCoNbTc,0.6354,1.1116092848106414,1.0038627813153178,7.0878429869299096
20577,138707,138707,Al1Ti1Cr1Fe1Co1Nb1Ru1,AlTiCrFeCoNbRu,0.7066,1.2116607659569176,1.1052452822695569,7.180682170566036
20578,138709,138709,Al1Ti1Cr1Fe1Co1Nb1Pd1,AlTiCrFeCoNbPd,0.7012,1.1238506268891768,1.0186310095941045,7.190330987976423
20579,138710,138710,Al1Ti1Cr1Fe1Co1Nb1Ag1,AlTiCrFeCoNbAg,0.7120000000000001,1.1435792772933249,1.0560480024186096,7.047789890364681
20586,138722,138722,Al1Ti1Cr1Fe1Co1Mo1Tc1,AlTiCrFeCoMoTc,0.6418,1.0906473723929395,0.9899254398131642,7.318497001781375
20587,138723,138723,Al1Ti1Cr1Fe1Co1Mo1Ru1,AlTiCrFeCoMoRu,0.7209,1.145482027560193,1.0395424152568589,7.415108999755598
20588,138725,138725,Al1Ti1Cr1Fe1Co1Mo1Pd1,AlTiCrFeCoMoPd,0.7152,1.0756925435025226,0.9727906453519328,7.4224038648136945
20589,138726,138726,Al1Ti1Cr1Fe1Co1Mo1Ag1,AlTiCrFeCoMoAg,0.7228,1.1345349769397195,1.052850066470139,7.270882161022614
20597,138754,138754,Al1Ti1Cr1Fe1Co1Ru1Pd1,AlTiCrFeCoRuPd,0.6835,1.1169689607143392,1.034265898651872,7.654284433018479
20598,138755,138755,Al1Ti1Cr1Fe1Co1Ru1Ag1,AlTiCrFeCoRuAg,0.6794,1.1918661084108932,1.1314486315874726,7.494301761282564
20605,138780,138780,Al1Ti1Cr1Fe1Co1Pd1Ag1,AlTiCrFeCoPdAg,0.6809999999999999,1.1042247834653487,1.0437959721700878,7.500617599365707
20629,138858,138858,Al1Ti1Cr1Fe1Ni1Cu1Zn1,AlTiCrFeNiCuZn,0.789,1.0236132044696653,0.9774989432092076,6.403260459124998
20630,138861,138861,Al1Ti1Cr1Fe1Ni1Cu1Nb1,AlTiCrFeNiCuNb,0.7814,1.1109239478212212,1.0065528058344038,6.684279300364372
20631,138862,138862,Al1Ti1Cr1Fe1Ni1Cu1Mo1,AlTiCrFeNiCuMo,0.7912,1.0507759165582409,0.9484884235678566,6.9104444867705075
20632,138863,138863,Al1Ti1Cr1Fe1Ni1Cu1Tc1,AlTiCrFeNiCuTc,0.6548,1.079003347782374,1.0157070534664534,7.040654779747367
20633,138864,138864,Al1Ti1Cr1Fe1Ni1Cu1Ru1,AlTiCrFeNiCuRu,0.7390000000000001,1.0903123406177695,1.0110932080002155,7.139389873686439
20634,138866,138866,Al1Ti1Cr1Fe1Ni1Cu1Pd1,AlTiCrFeNiCuPd,0.74,1.0305603747648815,0.9543687655671792,7.150150828020942
20635,138867,138867,Al1Ti1Cr1Fe1Ni1Cu1Ag1,AlTiCrFeNiCuAg,0.7557,1.102540196558267,1.047445745257975,6.9994220232482105
20640,138881,138881,Al1Ti1Cr1Fe1Ni1Zn1Nb1,AlTiCrFeNiZnNb,0.7611,1.0493054249288718,0.965792272107853,6.4916950574951064
20641,138882,138882,Al1Ti1Cr1Fe1Ni1Zn1Mo1,AlTiCrFeNiZnMo,0.7734,1.029638815825244,0.9523565895352036,6.705318395947843
20642,138883,138883,Al1Ti1Cr1Fe1Ni1Zn1Tc1,AlTiCrFeNiZnTc,0.6373,1.0308731754828129,0.9813512759064555,6.828319553617885
20643,138884,138884,Al1Ti1Cr1Fe1Ni1Zn1Ru1,AlTiCrFeNiZnRu,0.7167,1.0858570792566684,1.0317326784518408,6.922319469079754
20644,138886,138886,Al1Ti1Cr1Fe1Ni1Zn1Pd1,AlTiCrFeNiZnPd,0.7162,1.007181681967568,0.953131201188132,6.935124813710817
20645,138887,138887,Al1Ti1Cr1Fe1Ni1Zn1Ag1,AlTiCrFeNiZnAg,0.7308,1.037649564347679,0.998988909065072,6.7945494183218145
20650,138936,138936,Al1Ti1Cr1Fe1Ni1Nb1Mo1,AlTiCrFeNiNbMo,0.7778,1.1460052419694753,1.0233553553933212,6.967941803668293
20651,138937,138937,Al1Ti1Cr1Fe1Ni1Nb1Tc1,AlTiCrFeNiNbTc,0.6442,1.0976373531962516,0.9921484095996126,7.090913388102766
20652,138938,138938,Al1Ti1Cr1Fe1Ni1Nb1Ru1,AlTiCrFeNiNbRu,0.7159,1.1954718739166623,1.0909039110835224,7.183863169741549
20653,138940,138940,Al1Ti1Cr1Fe1Ni1Nb1Pd1,AlTiCrFeNiNbPd,0.7131,1.1092855968980848,1.0059571290460037,7.193487068593903
20654,138941,138941,Al1Ti1Cr1Fe1Ni1Nb1Ag1,AlTiCrFeNiNbAg,0.7265,1.1291990168980324,1.043431049582337,7.050736281229587
20661,138953,138953,Al1Ti1Cr1Fe1Ni1Mo1Tc1,AlTiCrFeNiMoTc,0.6498,1.076514916155748,0.9778478481813749,7.321878866018237
20662,138954,138954,Al1Ti1Cr1Fe1Ni1Mo1Ru1,AlTiCrFeNiMoRu,0.7296,1.1297808121254371,1.025592715112518,7.418610031355758
20663,138956,138956,Al1Ti1Cr1Fe1Ni1Mo1Pd1,AlTiCrFeNiMoPd,0.7265,1.0613611606012459,0.9602231899456851,7.425873428185482
20664,138957,138957,Al1Ti1Cr1Fe1Ni1Mo1Ag1,AlTiCrFeNiMoAg,0.7367,1.119834218363529,1.0397254211675482,7.274120630669289
20671,138972,138972,Al1Ti1Cr1Fe1Ni1Tc1Ag1,AlTiCrFeNiTcAg,0.6054,1.0918956618454725,1.0330187320103654,7.4021640685543355
20673,138985,138985,Al1Ti1Cr1Fe1Ni1Ru1Pd1,AlTiCrFeNiRuPd,0.6914,1.101795965171002,1.0206061721055313,7.658060062446042
20674,138986,138986,Al1Ti1Cr1Fe1Ni1Ru1Ag1,AlTiCrFeNiRuAg,0.6899,1.1761017087673673,1.1169901227129302,7.497826038876629
20681,139011,139011,Al1Ti1Cr1Fe1Ni1Pd1Ag1,AlTiCrFeNiPdAg,0.6942,1.0900826607169416,1.031022083889515,7.50410968329365
20705,139091,139091,Al1Ti1Cr1Fe1Cu1Zn1Nb1,AlTiCrFeCuZnNb,0.7635,1.1604772340320937,1.052838565587095,6.513157622463625
20706,139092,139092,Al1Ti1Cr1Fe1Cu1Zn1Mo1,AlTiCrFeCuZnMo,0.7735,1.1523451759300352,1.0553907133137568,6.725403181669979
20707,139093,139093,Al1Ti1Cr1Fe1Cu1Zn1Tc1,AlTiCrFeCuZnTc,0.6407,1.1517819173797683,1.0863199751888066,6.847552468036251
20708,139094,139094,Al1Ti1Cr1Fe1Cu1Zn1Ru1,AlTiCrFeCuZnRu,0.7169,1.2295798490217231,1.1189677423541928,6.940812158824719
20709,139096,139096,Al1Ti1Cr1Fe1Cu1Zn1Pd1,AlTiCrFeCuZnPd,0.7173,1.1257707121359386,1.0574173798696869,6.953298197154306
20710,139097,139097,Al1Ti1Cr1Fe1Cu1Zn1Ag1,AlTiCrFeCuZnAg,0.7407,1.1482950733307118,1.096361143967163,6.813533973346377
20715,139146,139146,Al1Ti1Cr1Fe1Cu1Nb1Mo1,AlTiCrFeCuNbMo,0.773,1.2874546980562938,1.1351698885592942,6.985196816982589
20716,139147,139147,Al1Ti1Cr1Fe1Cu1Nb1Tc1,AlTiCrFeCuNbTc,0.6428,1.2247169313645283,1.089681656056252,7.107304122193926
20717,139148,139148,Al1Ti1Cr1Fe1Cu1Nb1Ru1,AlTiCrFeCuNbRu,0.7114,1.3555508116338917,1.1807236707174384,7.199526609615762
20718,139150,139150,Al1Ti1Cr1Fe1Cu1Nb1Pd1,AlTiCrFeCuNbPd,0.7095,1.2428876364825725,1.1140257644107645,7.208898156686158
20719,139151,139151,Al1Ti1Cr1Fe1Cu1Nb1Ag1,AlTiCrFeCuNbAg,0.7317,1.2528941000495937,1.142958157417088,7.067018694057142
20726,139163,139163,Al1Ti1Cr1Fe1Cu1Mo1Tc1,AlTiCrFeCuMoTc,0.6461,1.2150114164095482,1.091354433434668,7.3365939766666655
20727,139164,139164,Al1Ti1Cr1Fe1Cu1Mo1Ru1,AlTiCrFeCuMoRu,0.7227,1.2905489192791677,1.1205880538116046,7.432534950262625
20728,139166,139166,Al1Ti1Cr1Fe1Cu1Mo1Pd1,AlTiCrFeCuMoPd,0.7205,1.1996444721605457,1.075854121642574,7.4395800207392595
20729,139167,139167,Al1Ti1Cr1Fe1Cu1Mo1Ag1,AlTiCrFeCuMoAg,0.7395,1.2571401117458192,1.1573908656425296,7.2888387519609745
20735,139182,139182,Al1Ti1Cr1Fe1Cu1Tc1Ag1,AlTiCrFeCuTcAg,0.6115,1.2199899510652037,1.142983627150098,7.4159325303952555
20737,139195,139195,Al1Ti1Cr1Fe1Cu1Ru1Pd1,AlTiCrFeCuRuPd,0.6857,1.2572639951675584,1.1156494468896925,7.669903870427698
20738,139196,139196,Al1Ti1Cr1Fe1Cu1Ru1Ag1,AlTiCrFeCuRuAg,0.6929,1.3339113217472995,1.2139748594329676,7.510820795984094
20744,139221,139221,Al1Ti1Cr1Fe1Cu1Pd1Ag1,AlTiCrFeCuPdAg,0.6981,1.2213314110724405,1.1473056290935213,7.516908279999997
20763,139336,139336,Al1Ti1Cr1Fe1Zn1Nb1Mo1,AlTiCrFeZnNbMo,0.7564,1.1799473054779142,1.0525494679808725,6.791327629925093
20764,139337,139337,Al1Ti1Cr1Fe1Zn1Nb1Tc1,AlTiCrFeZnNbTc,0.6264,1.0875932112023148,0.9620746418552484,6.90711081399052
20765,139338,139338,Al1Ti1Cr1Fe1Zn1Nb1Ru1,AlTiCrFeZnNbRu,0.6901,1.2657142004836568,1.1190951683910704,6.995199150390847
20766,139340,139340,Al1Ti1Cr1Fe1Zn1Nb1Pd1,AlTiCrFeZnNbPd,0.6868,1.1327401002582531,1.0250524098332752,7.006390479962263
20767,139341,139341,Al1Ti1Cr1Fe1Zn1Nb1Ag1,AlTiCrFeZnNbAg,0.7078,1.0980836031833328,1.0003022447419696,6.873444675977859
20773,139353,139353,Al1Ti1Cr1Fe1Zn1Mo1Tc1,AlTiCrFeZnMoTc,0.6323,1.1237405775437912,1.0162323008445648,7.123972816271844
20774,139354,139354,Al1Ti1Cr1Fe1Zn1Mo1Ru1,AlTiCrFeZnMoRu,0.7039,1.2497338556261737,1.1119602983068195,7.215482422617186
20775,139356,139356,Al1Ti1Cr1Fe1Zn1Mo1Pd1,AlTiCrFeZnMoPd,0.7004,1.136881624257266,1.040661484591328,7.224602899285023
20776,139357,139357,Al1Ti1Cr1Fe1Zn1Mo1Ag1,AlTiCrFeZnMoAg,0.7182,1.1460613867507623,1.0654254768494953,7.083573296279509
20782,139385,139385,Al1Ti1Cr1Fe1Zn1Ru1Pd1,AlTiCrFeZnRuPd,0.6609,1.2138482942419455,1.1009546676110786,7.443198819645669
20783,139386,139386,Al1Ti1Cr1Fe1Zn1Ru1Ag1,AlTiCrFeZnRuAg,0.667,1.24031425115044,1.1432213835813003,7.29454819303846
20789,139411,139411,Al1Ti1Cr1Fe1Zn1Pd1Ag1,AlTiCrFeZnPdAg,0.6708,1.1072794156733516,1.0487054969020817,7.302702303292102
20802,139813,139813,Al1Ti1Cr1Fe1Nb1Mo1Tc1,AlTiCrFeNbMoTc,0.6464,1.2344691013400204,1.0740420534198003,7.3673250555387515
20803,139814,139814,Al1Ti1Cr1Fe1Nb1Mo1Ru1,AlTiCrFeNbMoRu,0.7104,1.4104924534268493,1.223567752001666,7.457786985513305
20804,139816,139816,Al1Ti1Cr1Fe1Nb1Mo1Pd1,AlTiCrFeNbMoPd,0.7045,1.2890451522185231,1.1493941887951764,7.4641598389087465
20805,139817,139817,Al1Ti1Cr1Fe1Nb1Mo1Ag1,AlTiCrFeNbMoAg,0.7211,1.2857030543327572,1.164143457662815,7.321473807506899
20813,139845,139845,Al1Ti1Cr1Fe1Nb1Ru1Pd1,AlTiCrFeNbRuPd,0.6599,1.3574065529324766,1.190948643423096,7.6812527861685815
20814,139846,139846,Al1Ti1Cr1Fe1Nb1Ru1Ag1,AlTiCrFeNbRuAg,0.6648,1.370884788838175,1.2232093829301398,7.531149839662921
20821,139871,139871,Al1Ti1Cr1Fe1Nb1Pd1Ag1,AlTiCrFeNbPdAg,0.6664,1.2301626606841514,1.125296740560275,7.536680286153844
20846,139966,139966,Al1Ti1Cr1Fe1Mo1Ru1Ag1,AlTiCrFeMoRuAg,0.6765,1.36749951680286,1.2276680606454136,7.760266654611695
20853,139991,139991,Al1Ti1Cr1Fe1Mo1Pd1Ag1,AlTiCrFeMoPdAg,0.6778,1.2462391617643127,1.1524115404445854,7.763537116470586
20916,140629,140629,Al1Ti1Cr1Co1Ni1Cu1Zn1,AlTiCrCoNiCuZn,0.7809,1.0693648366180342,1.027395624552383,6.510918148907562
20917,140632,140632,Al1Ti1Cr1Co1Ni1Cu1Nb1,AlTiCrCoNiCuNb,0.7752,1.1589104838425175,1.0568478778256205,6.791155087510203
20918,140633,140633,Al1Ti1Cr1Co1Ni1Cu1Mo1,AlTiCrCoNiCuMo,0.787,1.0916103881003452,0.990727632011232,7.0220126468691095
20919,140634,140634,Al1Ti1Cr1Co1Ni1Cu1Tc1,AlTiCrCoNiCuTc,0.6488,1.1240963852401946,1.0654261845030188,7.154868447728236
20920,140635,140635,Al1Ti1Cr1Co1Ni1Cu1Ru1,AlTiCrCoNiCuRu,0.7399,1.1280396504176509,1.050419312527768,7.255179570256409
20921,140637,140637,Al1Ti1Cr1Co1Ni1Cu1Pd1,AlTiCrCoNiCuPd,0.7402,1.071618431701307,0.997701535529637,7.264686460147834
20922,140638,140638,Al1Ti1Cr1Co1Ni1Cu1Ag1,AlTiCrCoNiCuAg,0.7503,1.1508627436749428,1.0993533657908594,7.109884858661173
20929,140652,140652,Al1Ti1Cr1Co1Ni1Zn1Nb1,AlTiCrCoNiZnNb,0.7529,1.1038572699635338,1.0241334365777737,6.593467836055226
20930,140653,140653,Al1Ti1Cr1Co1Ni1Zn1Mo1,AlTiCrCoNiZnMo,0.7673,1.07777788282652,1.0032608750870269,6.811391787421637
20931,140654,140654,Al1Ti1Cr1Co1Ni1Zn1Tc1,AlTiCrCoNiZnTc,0.6294,1.08299849684991,1.0395074849249553,6.93681401409836
20932,140655,140655,Al1Ti1Cr1Co1Ni1Zn1Ru1,AlTiCrCoNiZnRu,0.7156,1.1312785572249338,1.0800500388248355,7.032260286350515
20933,140657,140657,Al1Ti1Cr1Co1Ni1Zn1Pd1,AlTiCrCoNiZnPd,0.7145,1.05557787373498,1.005157129871736,7.043937286197756
20934,140658,140658,Al1Ti1Cr1Co1Ni1Zn1Ag1,AlTiCrCoNiZnAg,0.7234,1.0925588001088962,1.058960522666022,6.899644375880595
20940,140707,140707,Al1Ti1Cr1Co1Ni1Nb1Mo1,AlTiCrCoNiNbMo,0.7735,1.196460732846785,1.074726286096194,7.073160654631267
20941,140708,140708,Al1Ti1Cr1Co1Ni1Nb1Tc1,AlTiCrCoNiNbTc,0.6382,1.151602684495857,1.050372375205588,7.198474487808764
20942,140709,140709,Al1Ti1Cr1Co1Ni1Nb1Ru1,AlTiCrCoNiNbRu,0.7168,1.243275999703543,1.1397433641310701,7.29281601779559
20943,140711,140711,Al1Ti1Cr1Co1Ni1Nb1Pd1,AlTiCrCoNiNbPd,0.7133,1.1598963610131348,1.0583644253391171,7.301328429890981
20944,140712,140712,Al1Ti1Cr1Co1Ni1Nb1Ag1,AlTiCrCoNiNbAg,0.7211,1.186013095416171,1.1035247025484909,7.154966607705711
20951,140724,140724,Al1Ti1Cr1Co1Ni1Mo1Tc1,AlTiCrCoNiMoTc,0.6459,1.1239750922542402,1.0285575899547241,7.434074032441266
20952,140725,140725,Al1Ti1Cr1Co1Ni1Mo1Ru1,AlTiCrCoNiMoRu,0.7324,1.1705149213884587,1.0664450011554114,7.532292371798561
20953,140727,140727,Al1Ti1Cr1Co1Ni1Mo1Pd1,AlTiCrCoNiMoPd,0.7287,1.1051966939078044,1.0048901353741069,7.538343981463414
20954,140728,140728,Al1Ti1Cr1Co1Ni1Mo1Ag1,AlTiCrCoNiMoAg,0.7333,1.170494262007283,1.09259883389386,7.382708926349205
20961,140743,140743,Al1Ti1Cr1Co1Ni1Tc1Ag1,AlTiCrCoNiTcAg,0.6003,1.14626422169826,1.0929115255250468,7.513200600763817
20963,140756,140756,Al1Ti1Cr1Co1Ni1Ru1Pd1,AlTiCrCoNiRuPd,0.6988,1.1426842485572382,1.0624939034796763,7.774669925139896
20964,140757,140757,Al1Ti1Cr1Co1Ni1Ru1Ag1,AlTiCrCoNiRuAg,0.6916,1.224145201359521,1.167361206640977,7.610310007846309
20971,140782,140782,Al1Ti1Cr1Co1Ni1Pd1Ag1,AlTiCrCoNiPdAg,0.6953,1.1409567561791043,1.0849810759285687,7.615406597759998
20998,140865,140865,Al1Ti1Cr1Co1Cu1Zn1Ru1,AlTiCrCoCuZnRu,0.7115,1.0396017985948616,0.9808341862566016,7.049893399141981
20999,140917,140917,Al1Ti1Cr1Co1Cu1Nb1Mo1,AlTiCrCoCuNbMo,0.7645,1.0891818499125792,0.9589295771213006,7.089627237582844
21000,140918,140918,Al1Ti1Cr1Co1Cu1Nb1Tc1,AlTiCrCoCuNbTc,0.6325,1.0422512748378925,0.9296573592899876,7.214039038262586
21001,140919,140919,Al1Ti1Cr1Co1Cu1Nb1Ru1,AlTiCrCoCuNbRu,0.7079,1.1434053063870822,1.0324807895208592,7.307630134816284
21002,140921,140921,Al1Ti1Cr1Co1Cu1Nb1Pd1,AlTiCrCoCuNbPd,0.7054,1.0535057611042828,0.9431678330922644,7.315907215874262
21003,140922,140922,Al1Ti1Cr1Co1Cu1Nb1Ag1,AlTiCrCoCuNbAg,0.7219,1.0676651180152157,0.973850767190798,7.1704737675239905
21009,140934,140934,Al1Ti1Cr1Co1Cu1Mo1Tc1,AlTiCrCoCuMoTc,0.6379,1.0280537221087769,0.9235408545635486,7.447886273036436
21010,140935,140935,Al1Ti1Cr1Co1Cu1Mo1Ru1,AlTiCrCoCuMoRu,0.7212,1.084060326780985,0.9746568572122064,7.545288836822809
21011,140937,140937,Al1Ti1Cr1Co1Cu1Mo1Pd1,AlTiCrCoCuMoPd,0.7184,1.012053131873741,0.9050989924603154,7.551141629164149
21012,140938,140938,Al1Ti1Cr1Co1Cu1Mo1Ag1,AlTiCrCoCuMoAg,0.7317,1.0650311260585528,0.9781772715811742,7.396581866037362
21017,140953,140953,Al1Ti1Cr1Co1Cu1Tc1Ag1,AlTiCrCoCuTcAg,0.6021,1.0388878654852776,0.9738200374405436,7.526083424063744
21019,140966,140966,Al1Ti1Cr1Co1Cu1Ru1Pd1,AlTiCrCoCuRuPd,0.6887,1.0574168813059288,0.9716360691198309,7.785533508993839
21020,140967,140967,Al1Ti1Cr1Co1Cu1Ru1Ag1,AlTiCrCoCuRuAg,0.6902,1.1262396495506135,1.061661907198112,7.622394546853706
21026,140992,140992,Al1Ti1Cr1Co1Cu1Pd1Ag1,AlTiCrCoCuPdAg,0.6948,1.0364616204081083,0.9712709682016754,7.62731393236868
21041,141107,141107,Al1Ti1Cr1Co1Zn1Nb1Mo1,AlTiCrCoZnNbMo,0.7459,1.0087350142535283,0.9008019707190964,6.890945231849055
21042,141109,141109,Al1Ti1Cr1Co1Zn1Nb1Ru1,AlTiCrCoZnNbRu,0.6847,1.077346456310558,0.9892467522667046,7.09820167700288
21046,141125,141125,Al1Ti1Cr1Co1Zn1Mo1Ru1,AlTiCrCoZnMoRu,0.7006,1.058218085573039,0.9759955564177312,7.322753974173228
21050,141156,141156,Al1Ti1Cr1Co1Zn1Ru1Pd1,AlTiCrCoZnRuPd,0.6619,1.029511307591553,0.9679672645284494,7.553129005714285
21051,141157,141157,Al1Ti1Cr1Co1Zn1Ru1Ag1,AlTiCrCoZnRuAg,0.6624,1.0571722702982886,1.0108739091266097,7.400769532713177
21062,141584,141584,Al1Ti1Cr1Co1Nb1Mo1Tc1,AlTiCrCoNbMoTc,0.6381,1.0520318272095737,0.9178160303691072,7.472279948342856
21063,141585,141585,Al1Ti1Cr1Co1Nb1Mo1Ru1,AlTiCrCoNbMoRu,0.7089,1.1901353917306248,1.0690748898304698,7.564038262222221
21064,141587,141587,Al1Ti1Cr1Co1Nb1Mo1Pd1,AlTiCrCoNbMoPd,0.7024,1.0929098277743865,0.9722190091813184,7.56935160735545
21065,141588,141588,Al1Ti1Cr1Co1Nb1Mo1Ag1,AlTiCrCoNbMoAg,0.7134,1.0959891965604491,0.9913243817782508,7.423267901538461
21073,141616,141616,Al1Ti1Cr1Co1Nb1Ru1Pd1,AlTiCrCoNbRuPd,0.6629,1.147468282493447,1.0430294574861003,7.79005014069498
21074,141617,141617,Al1Ti1Cr1Co1Nb1Ru1Ag1,AlTiCrCoNbRuAg,0.6622,1.1643630642062002,1.0773834956224901,7.636351005433961
21082,141642,141642,Al1Ti1Cr1Co1Nb1Pd1Ag1,AlTiCrCoNbPdAg,0.6629999999999999,1.0514700775745558,0.961455425963006,7.6408422649486445
21173,142405,142405,Al1Ti1Cr1Ni1Cu1Zn1Ru1,AlTiCrNiCuZnRu,0.7249,1.0262212495427836,0.968885581678019,7.053031739018404
21175,142457,142457,Al1Ti1Cr1Ni1Cu1Nb1Mo1,AlTiCrNiCuNbMo,0.7813,1.0751843181060707,0.9471496340341296,7.092660437814633
21176,142458,142458,Al1Ti1Cr1Ni1Cu1Nb1Tc1,AlTiCrNiCuNbTc,0.6454,1.0294699473422406,0.9192690330308078,7.217234139090909
21177,142459,142459,Al1Ti1Cr1Ni1Cu1Nb1Ru1,AlTiCrNiCuNbRu,0.7214,1.12839129414246,1.0194443319329491,7.310937324811133
21178,142461,142461,Al1Ti1Cr1Ni1Cu1Nb1Pd1,AlTiCrNiCuNbPd,0.7215,1.0401454609737928,0.9318384557769901,7.319186773608653
21179,142462,142462,Al1Ti1Cr1Ni1Cu1Nb1Ag1,AlTiCrNiCuNbAg,0.7406,1.054569918656452,0.9626773071470962,7.173538010336215
21185,142474,142474,Al1Ti1Cr1Ni1Cu1Mo1Tc1,AlTiCrNiCuMoTc,0.6501,1.0150144316672374,0.9126747853659024,7.451399230759879
21186,142475,142475,Al1Ti1Cr1Ni1Cu1Mo1Ru1,AlTiCrNiCuMoRu,0.7340000000000001,1.0694356268871623,0.9618967804566768,7.548922569582058
21187,142478,142478,Al1Ti1Cr1Ni1Cu1Mo1Ag1,AlTiCrNiCuMoAg,0.7498,1.0515227471672846,0.9663855377589716,7.39994405586614
21191,142490,142490,Al1Ti1Cr1Ni1Cu1Tc1Ru1,AlTiCrNiCuTcRu,0.6003,1.0772216776987829,1.000523616041423,7.6852861991322285
21192,142493,142493,Al1Ti1Cr1Ni1Cu1Tc1Ag1,AlTiCrNiCuTcAg,0.6162,1.0262940441987551,0.9630523616226344,7.5296183058424715
21194,142506,142506,Al1Ti1Cr1Ni1Cu1Ru1Pd1,AlTiCrNiCuRuPd,0.7007,1.0432937061846042,0.9591330395822476,7.789444029558066
21195,142507,142507,Al1Ti1Cr1Ni1Cu1Ru1Ag1,AlTiCrNiCuRuAg,0.7049,1.111612169120178,1.0484646924956984,7.626047302668002
21201,142532,142532,Al1Ti1Cr1Ni1Cu1Pd1Ag1,AlTiCrNiCuPdAg,0.7121,1.0234869007859857,0.9597984889315276,7.630931707103175
21216,142649,142649,Al1Ti1Cr1Ni1Zn1Nb1Ru1,AlTiCrNiZnNbRu,0.6962,1.0638879421077756,0.9775146527622621,7.101199373807692
21220,142665,142665,Al1Ti1Cr1Ni1Zn1Mo1Ru1,AlTiCrNiZnMoRu,0.7114,1.0445848037077037,0.9639017909410684,7.326046739665024
21222,142696,142696,Al1Ti1Cr1Ni1Zn1Ru1Pd1,AlTiCrNiZnRuPd,0.672,1.0164119520733992,0.956208700612773,7.556676703833166
21223,142697,142697,Al1Ti1Cr1Ni1Zn1Ru1Ag1,AlTiCrNiZnRuAg,0.6751,1.0441455120478222,0.9990972643656976,7.404086867856448
21238,143124,143124,Al1Ti1Cr1Ni1Nb1Mo1Tc1,AlTiCrNiNbMoTc,0.6484,1.0391048470980613,0.907365010204256,7.475608530753098
21239,143125,143125,Al1Ti1Cr1Ni1Nb1Mo1Ru1,AlTiCrNiNbMoRu,0.7198,1.1744507431469284,1.055266930599173,7.567473968130392
21240,143127,143127,Al1Ti1Cr1Ni1Nb1Mo1Pd1,AlTiCrNiNbMoPd,0.7159,1.078978560976634,0.9602227640831666,7.572756497874763
21241,143128,143128,Al1Ti1Cr1Ni1Nb1Mo1Ag1,AlTiCrNiNbMoAg,0.7295,1.0824697168749708,0.9796415576120646,7.426461473803339
21249,143156,143156,Al1Ti1Cr1Ni1Nb1Ru1Pd1,AlTiCrNiNbRuPd,0.6731,1.1325223961500732,1.0298255129872655,7.79373077174879
21250,143157,143157,Al1Ti1Cr1Ni1Nb1Ru1Ag1,AlTiCrNiNbRuAg,0.675,1.1496357568705784,1.0642752496856909,7.639803086647779
21259,143182,143182,Al1Ti1Cr1Ni1Nb1Pd1Ag1,AlTiCrNiNbPdAg,0.6785,1.0387197835825217,0.9504373998643222,7.644263054915887
21283,143263,143263,Al1Ti1Cr1Ni1Mo1Tc1Ag1,AlTiCrNiMoTcAg,0.6038,1.0181466587330086,0.9266296407291876,7.77911496226923
21367,143977,143977,Al1Ti1Cr1Cu1Zn1Nb1Mo1,AlTiCrCuZnNbMo,0.7609,1.1953913338550115,1.063185056679059,6.911024820936329
