AtomicWeight,BoilingPoint,BulkModulus,el_neg,CovalentRadius,CrustAbundance,Density,FusionHeat,MeltingPoint,MolarVolume,NeutronCrossSection,SpecificHeat,ThermalConductivity,Valence,VaporizationHeat,TM_sim,label
188.13985,3960,43,1.22,203.5,1.95E-05,9367,8.9,1385.5,33.53828904,28.2,154,35.5,3.5,407.5,0.47973335,1
166.190925,3530,37.5,1.18,202.25,2.63E-05,8188.5,8,1203.25,33.86914452,38.6,172,26.25,3.25,346.25,0.47973335,1
129.418,4114.25,86.075,1.3175,178,9.75E-05,9837.25,16.455,1551.25,22.58848929,0.563,241,76,3.75,508.25,0.426562891,1
167.612,3819.5,81.05,1.305,181,6.50E-05,13163.5,11.91,1247.5,21.87697857,0.942,204,129,3.5,436.5,0.426562891,1
205.806,3524.75,76.025,1.2925,184,3.25E-05,16489.75,7.365,943.75,21.16546786,1.321,167,182,3.25,364.75,0.426562891,1
185.267253,4322.5,54.75,1.315,197,1.10E-05,9539.25,12.025,1697.75,30.90743355,12.35,230.25,44.5,3.75,477,0.493804178,1
138.496806,3825,55.5,1.33,188,1.60E-05,7354.5,13.35,1645.5,28.93828904,17.3,342.5,35,3.5,424,0.493804178,1
91.726359,3327.5,56.25,1.345,179,2.10E-05,5169.75,14.675,1593.25,26.96914452,22.25,454.75,25.5,3.25,371,0.493804178,1
47.139228,3172.75,96.75,1.495,162.5,0.0049565,4126.5,18.025,1636.25,19.45,11.375,531.75,20.5,3.75,398.25,0.667430557,1
46.411456,3058.5,83.5,1.45,165,0.003313,3746,17.35,1604.5,21.3,16.65,543.5,19,3.5,371.5,0.667430557,1
45.683684,2944.25,70.25,1.405,167.5,0.0016695,3365.5,16.675,1572.75,23.15,21.925,555.25,17.5,3.25,344.75,0.667430557,1
134.9964625,2188.5,38.75,1.1825,196,1.18E-05,6632.75,9.225,1185.5,33.75,4425.32,221.5,14,3,226.25,0.695712986,1
119.632925,2574,39.5,1.195,194,1.75E-05,5912.5,9.95,1299,33.5,2950.64,247,15,3,277.5,0.695712986,1
104.2693875,2959.5,40.25,1.2075,192,2.33E-05,5192.25,10.675,1412.5,33.25,1475.96,272.5,16,3,328.75,0.695712986,1
113.65497,4671.25,118.325,1.3725,173.75,9.79E-05,9045.75,24.75,2145.5,22,5.263,243.5,31.5,4.25,619,0.758932056,1
136.08594,4933.5,145.55,1.415,172.5,6.58E-05,11580.5,28.5,2436,20.7,10.342,209,40,4.5,658,0.758932056,1
158.51691,5195.75,172.775,1.4575,171.25,3.38E-05,14115.25,32.25,2726.5,19.4,15.421,174.5,48.5,4.75,697,0.758932056,1
213.7596125,4422.5,50.175,1.275,203,4.73E-06,10847.75,10.725,1651.5,32.68243355,11.3,134,43.25,3.75,471.25,0.445453672,1
195.481525,4025,46.35,1.25,200,3.47E-06,9971.5,10.75,1553,32.48828904,15.2,150,32.5,3.5,412.5,0.445453672,1
177.2034375,3627.5,42.525,1.225,197,2.20E-06,9095.25,10.775,1454.5,32.29414452,19.1,166,21.75,3.25,353.75,0.445453672,1
141.420475,3258.75,39.275,1.205,193,7.95E-06,7282.25,10.95,1398.5,32.325,17.57,211,12.5,3,316.25,0.601245568,1
123.9156,3287.5,39.85,1.21,192,1.50E-05,6345.5,11.1,1441,32.55,12.14,240,14,3,337.5,0.601245568,1
106.410725,3316.25,40.425,1.215,191,2.20E-05,5408.75,11.25,1483.5,32.775,6.71,269,15.5,3,358.75,0.601245568,1
126.427425,4511.75,81.825,1.3225,182.75,9.90E-05,7814.25,18.425,1828.75,25.69414452,1.988,238,30.75,4,567.5,0.470953722,1
161.63085,4614.5,72.55,1.315,190.5,6.80E-05,9117.5,15.85,1802.5,28.08828904,3.792,198,38.5,4,555,0.470953722,1
196.834275,4717.25,63.275,1.3075,198.25,3.70E-05,10420.75,13.275,1776.25,30.48243355,5.596,158,46.25,4,542.5,0.470953722,1
190.4884325,3767,102.5,1.42,187,0.00165135,15414.25,15.175,1268.25,19.96686046,7.2025,217,25.75,5.5,421.25,0.388003829,1
142.947955,3607,105,1.46,178,0.0033009,11778.5,16.35,1401.5,19.17790698,6.835,318,24.5,5,422.5,0.388003829,1
95.4074775,3447,107.5,1.5,169,0.00495045,8142.75,17.525,1534.75,18.38895349,6.4675,419,23.25,4.5,423.75,0.388003829,1
127.9252275,4288.5,93.325,1.3425,180.25,9.79E-05,9645.75,19.25,1675,22.66395349,2.0305,237.5,24,4.5,540,0.450944514,1
164.626455,4168,95.55,1.355,185.5,6.59E-05,12780.5,17.5,1495,22.02790698,3.877,197,25,5,500,0.450944514,1
201.3276825,4047.5,97.775,1.3675,190.75,3.38E-05,15915.25,15.75,1315,21.39186046,5.7235,156.5,26,5.5,460,0.450944514,1
163.3391539,4394.6,106.6,1.331,169.6,0.00810297,12249,24.02,2075.732,21.73,93.6233,220,44.2,3.9,596.3,0.685787767,1
24.38529616,1132.87,45.93,1.319,140.4,0.03056,1766.86,8.76,650.3096,23.0303588,0.0681,1016.52,162.25,2.03,132.95,0.843443845,1
44.4166808,2820.67,57.57,1.3675,168.53,0.00245522,2976.45,15.841,1514.5796,24.748,26.39099,577.11,22.57,3,317.25,0.712713547,1
45.77845386,3210.2,106.6,1.547,156.1,0.01404,4326.3,17.9,1567.232,17.5,5.5133,558.4,43.3,3.9,411.8,0.850184676,1
90.3845,847.75,42.75,1.595,143.25,0.007250113,6922,6.9,403.3025,22.00730897,1837.51575,427.5,112,2,107,0.523740432,1
68.358,928.5,43.5,1.5,142.5,0.014500075,5194,7.5,485.535,22.41461794,1225.0315,625,128,2,114,0.523740432,1
46.3315,1009.25,44.25,1.405,141.75,0.021750038,3466,8.1,567.7675,22.82192691,612.54725,822.5,144,2,121,0.523740432,1
98.9183365,3377.3,222,1.976,130.5,2.10E-05,13010,19.14,1786.3,11.96,153.54,334,115,4.6,430.5,0.711697533,1
91.75739625,3448.25,250.5,1.96,130.5,2.25E-05,12325,19.9,1879.5,11.75,31.65,348.25,96.75,4.5,438.75,0.531215668,1
124.5815975,3969.5,321,2.04,135,1.50E-05,15750,23.6,2264,12.5,26.1,275.5,93.5,5,502.5,0.531215668,1
157.4057987,4490.75,391.5,2.12,139.5,7.50E-06,19175,27.3,2648.5,13.25,20.55,202.75,90.25,5.5,566.25,0.531215668,1
90.75164625,3594.25,227.5,1.885,132.25,2.25E-05,11930,20.4,1917.75,11.925,50.4,350,87,4.75,457.5,0.42169872,1
122.5700975,4261.5,275,1.89,138.5,1.50E-05,14960,24.6,2340.5,12.85,63.6,279,74,5.5,540,0.42169872,1
154.3885487,4928.75,322.5,1.895,144.75,7.50E-06,17990,28.8,2763.25,13.775,76.8,208,61,6.25,622.5,0.42169872,1
67.727656,3080.6,220,1.96,129.2,2.40E-05,9610,17.3,1588.8,11.54,58.76,384.8,110,4.4,399,0.68240419,1
69.46739625,3232.75,190,1.96,131,2.25E-05,9767.5,18.575,1704.75,11.65,28.55,375.25,105,4.5,426.25,0.770194601,1
80.0015975,3538.5,200,2.04,136,1.50E-05,10635,20.95,1914.5,12.3,19.9,329.5,110,5,477.5,0.770194601,1
90.53579875,3844.25,210,2.12,141,7.50E-06,11502.5,23.325,2124.25,12.95,11.25,283.75,115,5.5,528.75,0.770194601,1
122.10655,3549.5,240,1.93,140,7.00E-05,14895,23.25,2186.5,13.15,214.05,289.5,122,6,449.5,0.50162985,1
136.12864,3725.2,256,1.984,140.2,5.60E-05,16436,23.8,2242.4,13.36,256.24,257.8,127.6,6,471.6,0.50162985,1
157.161775,3988.75,280,2.065,140.5,3.50E-05,18747.5,24.625,2326.25,13.675,319.525,210.25,136,6,504.75,0.50162985,1
178.19491,4252.3,304,2.146,140.8,1.40E-05,21059,25.45,2410.1,13.99,382.81,162.7,144.4,6,537.9,0.50162985,1
128.024745,3958.55,326.1,1.957,141.75,6.30E-05,15665.5,26.275,2526.3,13.145,9.645,273.1,90.15,6,499.05,0.517816107,1
155.671525,4426.75,386.5,2.065,142.75,3.50E-05,18747.5,28.375,2751.5,13.525,12.025,209.5,88.75,6,557.25,0.517816107,1
179.496455,5449.75,359.5,1.888,150.4,7.00E-06,20328.5,32.375,3122.05,14.57,85.655,152.55,50.3,6.95,686.7,0.4036796,1
77.4508,3183,270,1.97,140.5,7.00E-05,9820,21.1,1935.5,12.9,74.05,344,122,6,417,0.506103793,1
82.54174,3285.4,292,2.032,140.8,5.60E-05,10346,21.22,1941.2,13.06,88.24,323.2,127.6,6,432.6,0.506103793,1
87.63268,3387.8,314,2.094,141.1,4.20E-05,10872,21.34,1946.9,13.22,102.43,302.4,133.2,6,448.2,0.506103793,1
81.44044,3558.4,196,1.984,143.2,5.60E-05,10298,23.62,2163.2,13,2.8,322,109.6,6,483.6,0.513684271,1
91.25522,3854.2,208,2.092,144.6,2.80E-05,11334,24.66,2248.6,13.3,2.7,280,114.8,6,531.8,0.513684271,1
109.599,3721.4,286.8,1.978,136.8,0.037800001,13764.4,20.68,2136,12.68,7.536,321.4,82.2,4.2,460.2,0.516667922,1
123.0375,3936.5,316,2.015,138,0.031500001,15237,22.4,2285.5,12.9,8.78,289.5,83,4.5,488.5,0.516667922,1
163.353,4581.8,403.6,2.126,141.6,0.012600001,19654.8,27.56,2734,13.56,12.512,193.8,85.4,5.4,573.4,0.516667922,1
73.935,3376.6,190,1.978,137.6,0.0378,9672.4,18.56,1856.4,12.52,2.576,364.6,95.4,4.2,440.2,0.632819905,1
78.4575,3505.5,195,2.015,139,0.031500001,10122,19.75,1936,12.7,2.58,343.5,99.5,4.5,463.5,0.632819905,1
92.025,3892.2,210,2.126,143.2,0.012600001,11470.8,23.32,2174.8,13.24,2.592,280.2,111.8,5.4,533.4,0.632819905,1
145.106478,4159.75,96.75,1.315,173.75,8.98E-06,10728.75,23.125,2060,22.975,84.8,249.75,21.25,3.75,552,0.758575128,1
111.722956,3716.5,83.5,1.33,172.5,1.46E-05,8147.5,20.75,1887,23.65,65.6,355.5,19.5,3.5,474,0.758575128,1
78.339434,3273.25,70.25,1.345,171.25,2.03E-05,5566.25,18.375,1714,24.325,46.4,461.25,17.75,3.25,396,0.758575128,1
145.83425,4274,110,1.36,171.25,0.001652475,11109.25,23.8,2091.75,21.125,79.525,238,22.75,4,578.75,0.737587738,1
113.1785,3945,110,1.42,167.5,0.00330165,8908.5,22.1,1950.5,19.95,55.05,332,22.5,4,527.5,0.737587738,1
80.52275,3616,110,1.48,163.75,0.004950825,6707.75,20.4,1809.25,18.775,30.575,426,22.25,4,476.25,0.737587738,1
156.6735,4554.5,105.275,1.3075,175,3.50E-05,11610.25,24.375,2138.5,22.55,78.046,177.5,23,4,617.5,0.862623402,1
134.857,4506,100.55,1.315,175,6.67E-05,9910.5,23.25,2044,22.8,52.092,211,23,4,605,0.862623402,1
113.0405,4457.5,95.825,1.3225,175,9.83E-05,8210.75,22.125,1949.5,23.05,26.138,244.5,23,4,592.5,0.862623402,1
144.0885,4533.5,275,2.18,147.5,5.50E-07,16440,31,2544.5,14.85,213.8,191,144.5,6,580,0.624489637,1
137.5288,4261.2,260,2.2,144,7.60E-10,16462,25.82,2386.8,13.84,171.56,195.2,132,6,572,0.818976556,1
119.2994,4205.6,240,2.2,145,8.80E-10,14416,25.76,2360.4,13.72,87.08,216.6,126,6,576,0.818976556,1
145.1085,4346.5,180.5,2.05,144,2.00E-10,17050,24.5,2311.5,14.2,223.5,97,100.5,6,555,0.297804205,1
121.55425,4305.75,110.75,1.975,145.5,1.00E-10,14275,23.75,2234.25,14.2,122.75,80,75.75,6,552.5,0.297804205,1
189.7039,4766.1,317,2.248,147.3,3.30E-07,21595,28.7,2752.8,14.71,303.02,131.3,156,6,632,0.360846941,1
188.8662,4878.8,316,2.264,149.4,4.40E-07,21260,29.6,2848.4,14.88,262.36,131.4,158,6,656,0.360846941,1
188.0285,4991.5,315,2.28,151.5,5.50E-07,20925,30.5,2944,15.05,221.7,131.5,160,6,680,0.360846941,1
22.5686,1115.2,41.6,1.277,139.7,0.0261017,1617.7,8.13,603.054,23.05631229,7.1567,1275,152.5,1.9,129.9,0.623182006,1
157.2355,4881.45,380.8,2.186,147.5,3.86E-07,18288,32.75,2889.5,14.525,10.66,172.35,105.2,6,619.5,0.595767971,1
171.376,4937.4,415.6,2.192,146,2.21E-07,20136,32,2951,14.3,12.52,154.2,97.4,6,624,0.595767971,1
99.43275,4167,305,2.22,148,5.50E-07,11365,28.85,2293.5,14.6,73.8,245.5,144.5,6,547.5,0.629736379,1
101.169125,3931,342.5,2.25,145,2.76E-07,11907.5,25.275,2128.75,14.15,109.4,242.75,147.25,6,521.25,0.629736379,1
102.21095,3789.4,365,2.268,143.2,1.11E-07,12233,23.13,2029.9,13.88,130.76,241.1,148.9,6,505.5,0.629736379,1
99.2815,4321.15,223.5,2.186,148.8,3.86E-07,11638.5,29.305,2435.15,14.265,2.6,242.55,126.65,6,587,0.649783319,1
100.048,4247.8,222,2.192,147.6,2.21E-07,11952,27.76,2391.8,13.98,2.6,240.6,123.8,6,584,0.649783319,1
100.559,4198.9,221,2.196,146.8,1.11E-07,12161,26.73,2362.9,13.79,2.6,239.3,121.9,6,582,0.649783319,1
161.949,4900.1,392.4,2.188,147,3.31E-07,18904,32.5,2910,14.45,11.28,166.3,102.6,6,621,0.595767971,1
171.376,4937.4,415.6,2.192,146,2.21E-07,20136,32,2951,14.3,12.52,154.2,97.4,6,624,0.595767971,1
101.19,3801,205,2.18,146.5,5.53E-07,11151.5,26.35,2088.95,15.1,4.75,245.5,105,5,490,0.59925155,1
179.88971,5529.01,360.2,1.9182,151.21,7.94E-08,20268.2,33.21,3146.59,14.756,83.882,144.98,54.37,6.93,697.65,0.446933336,1
99.43275,4167,305,2.22,148,5.50E-07,11365,28.85,2293.5,14.6,73.8,245.5,144.5,6,547.5,0.629736379,1
100.1273,4072.6,320,2.232,146.8,4.40E-07,11582,27.42,2227.6,14.42,88.04,244.4,145.6,6,537,0.629736379,1
100.82185,3978.2,335,2.244,145.6,3.30E-07,11799,25.99,2161.7,14.24,102.28,243.3,146.7,6,526.5,0.629736379,1
101.5164,3883.8,350,2.256,144.4,2.21E-07,12016,24.56,2095.8,14.06,116.52,242.2,147.8,6,516,0.629736379,1
99.537,4296.7,223,2.188,148.4,3.31E-07,11743,28.79,2420.7,14.17,2.6,241.9,125.7,6,586,0.649783319,1
99.7925,4272.25,222.5,2.19,148,2.76E-07,11847.5,28.275,2406.25,14.075,2.6,241.25,124.75,6,585,0.649783319,1
100.559,4198.9,221,2.196,146.8,1.11E-07,12161,26.73,2362.9,13.79,2.6,239.3,121.9,6,582,0.649783319,1
180.497638,4985.2,432.8,2.14,146,1.70E-06,21197,30.58,2977.4,14.4,13.615,143.5,83.7,5.9,636,0.461598996,1
170.765276,4958.4,403.6,2.08,148,3.40E-06,19794,30.16,2921.8,14.8,12.23,157,80.4,5.8,642,0.461598996,1
157.34585,4487.25,391.5,2.1275,139,2.25E-05,19177,27.55,2638.5,13.225,12.375,208.75,88,5,567,0.48717765,1
177.07634,4802.1,433.8,2.171,142,9.00E-06,21230.8,29.62,2875.2,13.69,13.95,161.5,87.4,5.6,604.8,0.48717765,1
88.35702,3778.9,208,2.113,139.4,2.70E-05,11331.4,23.15,2070.3,12.79,3.17,300.1,111.3,4.8,519.4,0.721879835,1
92.59468,3902.6,212,2.142,141.6,1.80E-05,11677.6,24,2158.2,13.06,2.98,279.4,114.2,5.2,539.6,0.721879835,1
96.83234,4026.3,216,2.171,143.8,9.00E-06,12023.8,24.85,2246.1,13.33,2.79,258.7,117.1,5.6,559.8,0.721879835,1
82.27736,3724.2,96.6,1.904,137.8,3.60E-05,10463.2,20.68,1876.2,12.88,15,215.8,67,4.4,481.2,0.306698884,1
88.17335,3927,75.75,1.9025,141.25,2.25E-05,10852,21.55,1981.5,13.375,17.625,158.5,61,5,507,0.306698884,1
94.06934,4129.8,54.9,1.901,144.7,9.00E-06,11240.8,22.42,2086.8,13.87,20.25,101.2,55,5.6,532.8,0.306698884,1
189.22425,5158,439,2.125,145.75,2.00E-09,22205,31.5,3071.25,14.175,33.75,131.75,77.25,6.25,648.75,0.406963864,1
188.2185,5304,416,2.05,147.5,2.20E-09,21810,32,3109.5,14.35,52.5,133.5,67.5,6.5,667.5,0.406963864,1
187.21275,5450,393,1.975,149.25,2.40E-09,21415,32.5,3147.75,14.525,71.25,135.25,57.75,6.75,686.25,0.406963864,1
177.131325,4814.45,449.7,2.212,143.7,1.63E-09,21077.5,29.605,2872.65,13.955,34.5,146.5,96.45,6,609.75,0.607695074,1
167.94,4796.5,401.5,2.2,144.5,1.60E-09,20042.5,29.675,2858.25,13.9,11.9,157,95.25,6,617.5,0.590770728,1
145.65,4581,341,2.2,145,1.40E-09,17485,28.35,2683.5,13.8,8.8,184,103.5,6,605,0.590770728,1
123.36,4365.5,280.5,2.2,145.5,1.20E-09,14927.5,27.025,2508.75,13.7,5.7,211,111.75,6,592.5,0.590770728,1
188.373576,5101.2,409.6,2.06,149.2,3.41E-07,21410,32,3029.8,14.82,16.1,132,81,5.8,651.2,0.507515097,1
175.9937,4839.5,426.8,2.134,145.6,0.000660002,20790.7,29.77,2896.5,14.36,14.11,169,80.5,5.8,609.5,0.424298966,1
176.30115,4851.5,431.8,2.143,144.9,1.90E-05,20951,30.18,2920.7,13.98,14.006,165.9,81.4,5.9,612.3,0.354203196,1
162.3723,4691,401.6,2.086,145.8,3.80E-05,19302,29.36,2808.4,13.96,13.012,201.8,75.8,5.8,594.6,0.354203196,1
148.44345,4530.5,371.4,2.029,146.7,5.70E-05,17653,28.54,2696.1,13.94,12.018,237.7,70.2,5.7,576.9,0.354203196,1
189.591,5066.3,446.8,2.216,145.8,1.12E-07,22265,31.4,3071.9,14.19,15.34,130.2,95.3,6,647,0.355131027,1
188.952,5120.6,431.6,2.232,147.6,2.21E-07,21930,31.8,3110.8,14.38,15.68,130.4,103.6,6,664,0.355131027,1
188.313,5174.9,416.4,2.248,149.4,3.31E-07,21595,32.2,3149.7,14.57,16.02,130.6,111.9,6,681,0.355131027,1
189.31395,4976.15,321,2.033,145.75,1.46E-08,21170.5,28.45,2689.805,14.945,62,135.6,56.05,6.65,629.75,0.360556788,1
188.42625,5153.25,335,1.995,147.25,1.12E-08,21127.5,29.75,2831.575,14.875,70,136,53.75,6.75,651.25,0.360556788,1
187.0947,5418.9,356,1.938,149.5,6.04E-09,21063,31.7,3044.23,14.77,82,136.6,50.3,6.9,683.5,0.360556788,1
115.1721,4101.25,221.5,2.212,144.5,6.40E-09,13732,24.845,2249.145,13.87,3.71,222.25,112.65,6,566.5,0.831733166,1
164.92275,5234.5,332.5,1.975,149.75,2.20E-09,18857.5,31.175,2973,14.425,68.15,162.25,66,6.75,673.75,0.454732294,1
143.6385,4873,295,2.05,148.5,1.80E-09,16695,29.35,2760,14.15,46.3,187.5,84,6.5,642.5,0.454732294,1
122.35425,4511.5,257.5,2.125,147.25,1.40E-09,14532.5,27.525,2547,13.875,24.45,212.75,102,6.25,611.25,0.454732294,1
164.15525,5263.25,287.75,1.9,150,1.95E-09,18640,30.5,2928.75,14.575,73,118.5,48.75,6.75,666.25,0.356813702,1
142.1035,4930.5,205.5,1.9,149,1.30E-09,16260,28,2671.5,14.45,56,100,49.5,6.5,627.5,0.356813702,1
120.05175,4597.75,123.25,1.9,148,6.50E-10,13880,25.5,2414.25,14.325,39,81.5,50.25,6.25,588.75,0.356813702,1
185.9703,5591.9,364,1.946,152.1,1.12E-07,20843,33.2,3209.6,14.82,82.84,136.5,60.2,6.9,714.5,0.424617315,1
101.98775,3922.5,300,2.24,144,8.50E-10,12410,23.7,2149,13.65,73.8,239,135,6,537.5,0.83233638,1
101.528875,4036.25,260,2.22,145,9.25E-10,12390,24.7,2241.5,13.625,38.2,238.5,127.5,6,558.75,0.83233638,1
100.45275,3980,210.5,2.09,144.5,3.50E-10,11975,22.35,2060.5,13.95,83.5,151.5,100.5,6,522.5,0.328340273,1
99.226375,4122.5,125.75,1.995,145.75,1.75E-10,11737.5,22.675,2108.75,14.075,52.75,107.25,75.75,6,536.25,0.328340273,1
135.2793,4439,352,2.312,150,4.40E-07,15170,27.02,2547.2,14.58,94.36,196.8,158,6,617,0.359163304,1
113.051682,4346.2,217,2.095,149.6,2.56E-07,13012,27.245,2436.45,14.275,5.285,223.3,110.55,5.85,603.4,0.570767805,1
96.05715,4075.7,214,2.143,146.7,1.90E-05,11744,25.41,2291.6,13.62,2.846,263.1,111.1,5.9,567.3,0.322200579,1
91.0443,4001.4,208,2.086,147.4,3.80E-05,11118,25.12,2249.2,13.64,3.092,288.2,102.2,5.8,554.6,0.322200579,1
109.347,4290.5,229,2.216,147.6,1.11E-07,13058,26.63,2442.8,13.83,4.18,227.4,125,6,602,0.347428264,1
117.624,4431,238,2.232,149.2,2.21E-07,13746,27.56,2551.6,14.06,5.76,216.8,130,6,624,0.347428264,1
125.901,4571.5,247,2.248,150.8,3.31E-07,14434,28.49,2660.4,14.29,7.34,206.2,135,6,646,0.347428264,1
55.9433965,2958.75,53,1.325,175,2.68E-05,3356.75,14.85,1537.25,27,20.72,499.75,16.25,3,333.5,0.701471525,1
66.930881,3087.5,49,1.29,180,2.75E-05,3728.5,13.7,1533.5,29,14.24,432.5,16.5,3,349,0.701471525,1
77.9183655,3216.25,45,1.255,185,2.83E-05,4100.25,12.55,1529.75,31,7.76,365.25,16.75,3,364.5,0.701471525,1
56.522934,3224.75,65.525,1.3525,171.25,5.20E-05,3866.5,17.25,1619.5,24.575,20.446,494.75,17.75,3.25,383.5,0.804388826,1
68.089956,3619.5,74.05,1.345,172.5,7.80E-05,4748,18.5,1698,24.15,13.692,422.5,19.5,3.5,449,0.804388826,1
79.656978,4014.25,82.575,1.3375,173.75,0.000104,5629.5,19.75,1776.5,23.725,6.938,350.25,21.25,3.75,514.5,0.804388826,1
94.716934,2930,60.5,1.34,174.25,1.95E-05,7192.75,12.705,1315.75,23.86348929,20.825,457.75,70.75,3,311.75,0.41522816,1
64.8603208,2870,58.4,1.352,171.7,2.34E-05,4668.1,14.682,1450.9,24.54539571,24.65,523.3,37.9,3,315.5,0.41522816,1
134.9964625,2188.5,38.75,1.1825,196,1.18E-05,6632.75,9.225,1185.5,33.75,4425.32,221.5,14,3,226.25,0.695712986,1
119.632925,2574,39.5,1.195,194,1.75E-05,5912.5,9.95,1299,33.5,2950.64,247,15,3,277.5,0.695712986,1
104.2693875,2959.5,40.25,1.2075,192,2.33E-05,5192.25,10.675,1412.5,33.25,1475.96,272.5,16,3,328.75,0.695712986,1
161.427565,2910,40.275,1.2125,193,8.10E-07,8494.25,12.3,1403.25,31.6,43.5,176.5,12.5,3,283.75,0.645197717,1
163.92978,2590,41.85,1.225,192,6.90E-07,8769.5,13.8,1450.5,31.1,64,171,14,3,272.5,0.645197717,1
166.431995,2270,43.425,1.2375,191,5.70E-07,9044.75,15.3,1497.75,30.6,84.5,165.5,15.5,3,261.25,0.645197717,1
141.420475,3258.75,39.275,1.205,193,7.95E-06,7282.25,10.95,1398.5,32.325,17.57,211,12.5,3,316.25,0.601245568,1
123.9156,3287.5,39.85,1.21,192,1.50E-05,6345.5,11.1,1441,32.55,12.14,240,14,3,337.5,0.601245568,1
106.410725,3316.25,40.425,1.215,191,2.20E-05,5408.75,11.25,1483.5,32.775,6.71,269,15.5,3,358.75,0.601245568,1
80.38475,4128.5,95.825,1.3825,171.25,0.0017475,6010,20.425,1808.25,21.875,1.663,338.5,22.75,4,541.25,0.842187191,1
69.5455,3848,100.55,1.435,167.5,0.003365,5509,19.85,1761.5,20.45,3.142,399,22.5,4,502.5,0.842187191,1
58.70625,3567.5,105.275,1.4875,163.75,0.0049825,5008,19.275,1714.75,19.025,4.621,459.5,22.25,4,463.75,0.842187191,1
91.3949,1388,61,2.055,132,1.09E-06,8108.5,19.5,889.39,19.4,33.9,281.5,240,3,143.7,0.364803128,0
89.491735,2474,22.5,1.05,191.5,0.025017,3848,7.42,880.5,40.25,4.705,413,106.5,2.5,277.5,0.642861627,0
171.72394,4012.5,120.5,1.36,181,3.95E-06,12600.5,23.55,2214.5,24.85,485.25,153.5,34,4,508,0.595086745,0
211.245,3916.5,90.5,1.29,181,1.65E-06,16563,14.16,1436.5,21.37697857,52.85,137,129,3.5,461.5,0.44942531,0
217.115,4121,266.5,1.74,165.5,9.00E-10,21208,16.91,1836.5,17.22697857,8.35,130,161,4.5,461.5,0.442997758,0
58.440191,2316,115,1.75,120.5,9.90E-07,6169,9.625,1124.39,12.595,31.8046,1027.5,310,1.5,276,0.424307925,0
107.5224,2443,32.5,1.135,181.5,0.025000285,5695.5,15.27,1252.5,36.25,42.715,392.5,108,2.5,285,0.42827006,0
106.72075,2987,100.5,1.425,172.5,9.81E-05,7330.5,16.95,1661,22.7,477.53,328,21,4,366.5,0.305767086,0
131.9789,2645.5,56.25,1.06,197.5,3.17E-05,7421,13.845,1136.155,57.5,52.19,254,40.5,2.5,350.5,0.481891496,0
211.13385,4916,258,1.75,175,3.00E-06,17162,20.85,2391.5,23.43828904,11.2,124,70.5,5,580,0.552062507,0
83.4006975,2544.5,140,1.905,135.5,1.50E-05,9695,13.75,1228.39,14.05,50.4,328,265,2.5,315,0.600369257,0
31.53388464,1183.5,11.65,0.965,171,0.0365,1259,5.57,469.86,41.25,0.48,930.5,170,1.5,126.35,0.802555933,0
173.17,4061,175.5,1.79,177,3.65E-06,13900.5,23.05,2417,23.75,484.2,149.5,90.5,4.5,540,0.306276675,0
205.26385,4711.5,82,1.3,190.5,4.65E-06,12517,18.1,1991.5,27.58828904,55.7,131,38.5,4,580,0.464894338,0
214.129455,4469.5,281,1.79,170,9.01E-07,20825,22.5,2084,17.37790698,11.285,123,57,6,525,0.519543637,0
79.93215,2416.5,130,1.795,142,7.00E-05,8840,15.9,1434.39,14.6,33.35,341.5,262,3.5,297,0.543830843,0
92.16,2292,24.5,1.07,188.5,0.0250165,4280,7.82,931.5,38.6,24.715,410.5,108.5,2.5,220,0.60768151,0
126.862,3488,66.05,1.275,183.5,6.81E-05,7531,16.05,1633.5,27.45,475.092,222.5,17,3.5,430,0.615580789,0
92.7155,2972.5,60.5,1.14,151.5,1.02E-05,6922.5,14.25,1206.77,21.9,87.5,1857,54,2.5,388.5,0.479283109,0
148.325,3987.5,321,2.2,141.5,4.05E-09,17311.5,23.85,2293.95,14.35,10.95,185,79,5,505,0.487392864,0
85.7071,2362,120,1.915,138.5,3.40E-05,9725,12.2,1023.2,14.45,33.69,309.7,415,1.5,277.5,0.79406058,0
104.506105,1717,31,1.125,183,0.025000225,5435,12.67,1193.5,36.55,52.715,395.5,108.5,2.5,202.5,0.288645522,0
111.552,2864.5,107,1.535,160.5,0.0315015,8470,16.85,1517.5,21.2,83.78,308.5,47,3,316,0.477867047,0
116.7140225,3332,115,1.425,157,0.00055165,10390,19.35,1739.5,17.25,58.65,311.5,15.35,4,425,0.609194012,0
192.657,4418.5,346,2.24,140,1.94E-08,22025,25.5,2400.65,14.7,12.5,131.5,79,6,560,0.471802069,0
81.8566,2511.5,135,1.88,138.5,0.03150004,9182,12.55,1249.89,14.45,33.08,342,254.5,2,301,0.595367648,0
23.5095,1413,14,0.99,152,0.0250085,1042.5,5.77,511.27,32.25,35.715,2100.5,142.5,1.5,151,0.553433104,0
172.8745,3735.5,77,1.27,182,3.15E-06,11188,22.7,1865,26.45,134.5,156,19,3.5,457.5,0.602307893,0
137.225,4621,170,1.73,164.5,2.20E-06,11795,30.75,2428,18.9,53.3,197.5,81,5,615,0.748155317,0
181.642,3104,246.5,1.65,165.5,1.40E-06,14585,19.35,1926,28.9,25,142,63,4.5,395,0.426551614,0
