AtomicWeight,BoilingPoint,BulkModulus,el_neg,CovalentRadius,CrustAbundance,Density,FusionHeat,MeltingPoint,MolarVolume,NeutronCrossSection,SpecificHeat,ThermalConductivity,Valence,VaporizationHeat,Phase
170.467,3811,240,1.83,169,9.00E-07,15750,17.85,1549.5,17.214,76.285,178,88.5,6,457.5,1
156.673,4554.5,105.275,1.3075,175,3.50E-05,11610.2,24.375,2138.5,22.55,78.046,177.5,23,4,617.5,0
111.723,3716.5,83.5,1.33,172.5,1.47E-05,8147.5,20.75,1887,23.65,65.6,355.5,19.5,3.5,474,0
142.948,3607,105,1.46,178,0.0033009,11778.5,16.35,1401.5,19.164,6.835,318,24.5,5,422.5,0
49.1544,2764.71,143.714,1.81286,126.429,0.0591897,6694.57,20.2429,1364.85,13.4571,7.36271,537.343,164.143,3.42857,341.571,1
110.717,2747,110.5,1.55,159,1.81E-05,8725.5,13.65,1453.5,21.3,493.6,294,55.5,3.5,327.5,1
182.394,5506.5,255,1.93,166,1.40E-06,17950,35.5,3219.5,17,19.45,136,113.5,5.5,768,0
54.3763,2861.62,158.154,1.78692,133.308,0.0160028,7583.38,16.7615,1495.35,12.2615,8.66408,475.138,140.385,3.61538,359.769,1
52.3181,2780.35,156.4,1.7925,128.95,0.0248054,7427.4,15.8,1432.28,12.24,9.69595,507.42,128.05,3.55,346.75,1
46.4645,3139.52,110.581,1.56032,153.968,0.0152335,4622.87,17.6484,1560.39,16.9645,5.55352,551.226,46.3129,3.93548,400.323,1
171.376,4937.4,415.6,2.192,146,2.21E-07,20136,32,2951,14.3,12.52,154.2,97.4,6,624,0
92.5947,3902.6,212,2.142,141.6,1.80E-05,11677.6,24,2158.2,13.06,2.98,279.4,114.2,5.2,539.6,0
64.3903,1580.5,15.15,0.9725,185.75,0.037585,2040,8.405,813.25,48.5,0.6475,524.5,154.5,2,151.25,0
92.597,2578.5,59.8,1.215,187.5,0.00347,4008.5,13.35,1197.5,41.3,3.7,362.5,20,3,282.5,1
209.255,4437.5,47.75,1.2575,205.25,6.65E-06,10453,13.725,1545.25,33.4497,8.4,136.75,43.75,4,480,0
127.925,4288.5,93.325,1.3425,180.25,9.80E-05,9645.75,19.25,1675,22.657,2.0305,237.5,24,4.5,540,0
32.5663,2433.3,66.3,1.383,145.9,0.0210886,2769.9,12.42,1041.77,20.2198,21.5229,1266.2,89.8,2.8,291.9,1
58.7062,3567.5,105.275,1.4875,163.75,0.0049825,5008,19.275,1714.75,19.025,4.621,459.5,22.25,4,463.75,0
59.1268,3651.25,125,1.555,161,0.00495425,5522.75,20.725,1870.25,17.7,4.8625,456.25,30,4.25,491.25,0
84.7579,3954.25,212.5,1.6975,152.5,0.000142501,9837.5,25.35,2229,14.025,26.295,401,35.25,5.5,516,0
120.052,4597.75,123.25,1.9,148,6.50E-10,13880,25.5,2414.25,14.325,39,81.5,50.25,6.25,588.75,0
192.058,3295,38,1.2,195.5,3.00E-05,13252.5,4.17,719,27.6135,1.15,161,8.5,5,337.5,1
58.0613,2555.55,130.4,1.8565,130.35,0.0122078,8021,12.74,1020.97,12.52,3.24795,462.34,375.25,2.15,298.95,0
96.9011,2635.5,160,2.06,133,5.10E-05,11545,12.95,1079.51,13.1,27.51,320.575,380,2.75,307.5,0
134.857,4506,100.55,1.315,175,6.67E-05,9910.5,23.25,2044,22.8,52.092,211,23,4,605,0
77.9476,777,3.95,0.86,205,0.0115009,1423.5,2.345,63.08,78.25,14.765,736,88,1,80.85,1
74.8455,3899.8,128.31,1.547,155.9,0.0181983,6779.2,21.49,1862.76,18.14,4.29,458.1,77.8,4.2,524.7,0
148.446,4945.25,190,1.5325,165.75,4.88E-05,14015,32.7,2740.25,17.025,16.64,227.25,50.5,5,665.25,0
105.541,3146,230,2.22,139.75,4.90E-09,12129.8,17.95,1657.18,14.45,41.425,240,90.75,4.5,408.75,0
53.7391,2464.8,132,1.574,143.2,0.000827,7062,16.08,1445.2,12.68,10.828,482,14.69,4.3,289.9,0
137.835,4221.8,412.8,2.248,142.8,1.14E-09,16510,25.42,2391.6,13.82,93,196,124.8,6,549,0
112.906,2707.5,85.8,1.195,204,9.45E-06,5224.5,14.445,1252.72,67.5,15.075,253.5,45,3,377,1
122.354,4511.5,257.5,2.125,147.25,1.40E-09,14532.5,27.525,2547,13.875,24.45,212.75,102,6.25,611.25,0
46.7327,1903.5,85,1.775,116.5,0.135039,4735,28.775,916.765,17.6,0.633,549,135,3,239,1
53.0565,2612.95,150.651,1.7193,133.558,0.0279267,7380.23,15.3977,1485.02,12.193,5.24649,487.023,78.186,3.81395,315.442,1
23.6474,986.5,25.65,1.12,153.5,0.026,1353,5.65,373.86,31.349,0.2965,1125,150,1.5,112.85,1
104.663,3329,280,2.24,140.5,3.50E-09,12236.5,19.2,1759.45,14.2,75.95,240,110.5,5,437.5,0
178.78,1776,42,1.75,172,8.00E-06,9346.5,6.635,699.73,32.2,2950.09,161.5,24,3.5,176.5,1
94.3873,3288.5,69.5,1.335,181.5,0.0033043,5573.5,12.8,1299.5,26.45,8.75,356.5,17.5,4,377.5,1
164.873,4344.6,290,2.2,142.5,5.80E-10,19531,25.91,2426.4,14.02,298.28,163.1,141,6,566,0
67.5515,1555.5,55.5,1.73,122,4.85E-05,6522,6.47,224.645,17.4,2,379.5,74.5,2.5,187.5,1
205.264,4711.5,82,1.3,190.5,4.65E-06,12517,20.75,1991.5,27.5665,55.7,131,38.5,4,580,1
55.0553,2379,120.65,1.762,131.4,6.04E-05,7696.25,11.585,949.008,13.255,13.863,862.24,352.75,1.85,277.05,0
163.69,3672.5,35.25,1.1725,203.75,7.95E-06,7911,9.175,1135.75,34.6833,10.4,174.25,23.25,4,380,0
124.481,2763.5,190,2.1,137.5,7.00E-05,13245,16.5,1485.59,14.55,50.9,288.55,207,5.5,334.5,1
98.6795,1143,38,1.205,164,0.0145014,4154,8.2,734.5,33.499,17.5315,587,99.5,2.5,144,1
77.9184,3216.25,45,1.255,185,2.83E-05,4100.25,12.55,1529.75,31,7.76,365.25,16.75,3,364.5,0
177.203,3627.5,42.525,1.225,197,2.20E-06,9095.25,12.1,1454.5,32.2833,19.1,166,21.75,3.25,353.75,0
50.4898,2778.2,153.2,1.778,128.4,0.028852,7114.4,15.68,1411.06,12.48,9.5186,533.4,119.8,3.6,346.4,1
188.14,3960,43,1.22,203.5,1.95E-05,9367,11.55,1385.5,33.5165,28.2,154,35.5,3.5,407.5,0
142.103,4930.5,205.5,1.9,149,1.30E-09,16260,28,2671.5,14.45,56,100,49.5,6.5,627.5,0
194.599,3943.7,253.2,2.272,136.8,3.35E-08,21565,21.1,1894.77,15.26,10.5,132.7,72.6,6,504,0
101.798,4253.7,103.99,1.451,171.1,0.000117,7789.9,20.15,1775.92,22.67,10.0356,263.11,52.7,4.1,555,0
101.169,3931,342.5,2.25,145,2.76E-07,11907.5,25.275,2128.75,14.15,109.4,242.75,147.25,6,521.25,0
116.234,2186.5,71.5,1.76,128,0.135,7090,27.2,859,24.35,1.783,419.5,98,3.5,262,1
67.9768,2531,100,1.915,128,0.135,6410,30.75,1187.89,18.55,31.883,472.5,290,2.5,307,1
194.367,3975.75,252.5,2.26,137.25,2.79E-08,21737.5,21.5,1942.72,15.1,113.75,132.5,90.75,6,507.5,0
58.5076,3459.6,132,1.672,157.2,0.00528,6079.6,20.1,1801.2,16.8,5.4,463.6,41.6,4.4,456,0
161.428,2910,40.275,1.2125,193,8.10E-07,8494.25,12.3,1403.25,31.6,43.5,176.5,12.5,3,283.75,0
176.733,4232,207,1.57,170,1.50E-06,15043,26.45,2341.5,22.65,127.5,152.5,31.5,5,495,1
141.42,3258.75,39.275,1.205,193,7.95E-06,7282.25,10.95,1398.5,32.325,17.57,211,12.5,3,316.25,0
55.9625,1236,43,1.13,168,0.01468,2184,8.35,713.5,39.249,0.6315,660,97.5,2,132.5,1
83.4007,2544.5,140,1.905,135.5,1.50E-05,9695,13.75,1228.39,14.05,50.4,328,265,2.5,315,1
73.3978,2751,79,1.93,125,0.135001,4820,28.6,822.965,23.5,0.393,463.5,108.5,4,324.5,1
9.5456,1304.2,16.1,1.0295,129.95,0.00436445,715.45,3.855,250.959,21.7547,60.3595,3187.5,96.25,1.15,144.15,0
95.9246,3348.5,94.5,1.38,178,9.93E-05,6375,14.85,1420.5,24.55,8.23,341,22,4.5,391.5,1
54.8584,2785.07,157.895,1.80895,130.544,0.0182221,7790.18,15.914,1437.15,12.0456,9.16991,473.193,155.737,3.42105,346.684,1
55.2074,3008.78,160.222,1.84667,128.889,0.0320268,7449.33,16.8667,1435.52,12.9,10.1762,521,127.667,3.33333,376.222,1
80.816,1480,27.3,1.1,178,0.01467,2624,8.35,688.5,44.099,0.6815,612.5,89,2,134,1
123.953,3347.5,206.5,1.705,170.5,3.50E-10,9857,14.7,1532,23.407,4272.5,210,82.5,4.5,392.5,1
138.373,5149.5,240,1.98,163,9.05E-06,13910,30.9,2949.5,16.95,9.775,198.5,112,5.5,745,0
57.3008,1950.5,58.5,1.28,158,0.04068,2665,9.35,718.66,35.95,0.7165,602,135,2.5,215,1
113.289,2382,79,1.945,142,1.14E-06,8900,9.15,596.855,22.05,32.11,226,248.5,2.5,272.5,1
136.129,3725.2,256,1.984,140.2,5.60E-05,16436,23.8,2242.4,13.36,256.24,257.8,127.6,6,471.6,0
31.7017,924.5,24.05,1.065,172,0.022,1297,5.515,356.69,49.549,1.0815,888.5,130,1.5,102.45,1
57.9813,2900,177.5,1.89,126,0.0158175,8649.5,16.35,1475.75,11.125,4.015,446,88,2.25,370.25,0
122.107,3549.5,240,1.93,140,7.00E-05,14895,23.25,2186.5,13.15,214.05,289.5,122,6,449.5,0
115.581,4213,213.5,1.63,160.5,1.30E-05,12002.5,24.5,2363.5,19.85,58.6,352,32,5,511.5,1
41.3575,3051.8,126.4,1.622,140.2,0.032514,4746,17.96,1410.13,14.92,3.1292,655,112.6,4.2,389,0
52.2391,833,36.55,1.235,162.5,0.007539,3998,4.84,241.455,45.55,1.6,572.5,110,1.5,97.95,1
89.938,3252.75,207.5,1.9225,134.25,0.04725,11555.5,16.85,1770,12.4,108.17,369.5,96.75,3.75,400.25,0
44.4167,2820.67,57.57,1.3675,168.53,0.00245522,2976.45,15.841,1514.58,24.748,26.391,577.11,22.57,3,317.25,0
122.842,2008,53,1.555,153.5,2.10E-06,5946.5,19.75,878.65,33.25,18.6,237.7,49.5,3.5,247,1
57.7711,2616.5,150,1.78,135.5,0.000104,8075,16.8,1495.81,11.95,3.44,416.2,247,4,319.5,1
50.178,3203.2,135.2,1.774,137,0.0715482,5401.4,27.22,1654.46,16.36,2.4398,566.6,128,4.6,403.2,1
194.195,2865,69,1.275,197,3.90E-06,13201.5,11.25,1103.5,27.364,2953.78,156,20,4.5,297.5,1
97.527,2710.5,71,1.335,171.5,0.00058,7079.5,9.35,1022,23.5,6.95,335.5,9.35,4,285,1
60.6125,1884,120,1.74,127,0.031539,7507,10.575,978.765,13.5,1.83,418.5,99.5,2.5,233,1
126.889,3369,205,2.095,130,4.50E-05,15179,18.6,1611.65,13.15,7.25,289,81,4,434,0
111.774,4498.4,202,1.634,159.6,0.00136174,11371.4,27.46,2451.6,16.44,24.562,310.2,42.4,5.2,601.8,0
100.559,4198.9,221,2.196,146.8,1.11E-07,12161,26.73,2362.9,13.79,2.6,239.3,121.9,6,582,0
61.9151,2271,85.5,1.675,119,1.03E-06,4579,5.605,721.8,17.095,97.0046,1026.5,136,2.5,263.5,1
52.4582,2932.02,161.116,1.74721,135.884,0.0204,7184.19,18.0256,1629.79,12.4605,3.55579,488.884,85,3.93023,373.233,1
55.2818,2955.8,170,1.782,134.8,0.01269,7796.4,18.1,1661,11.92,10.484,450.4,79,4,378.4,1
51.3215,2816.75,153.529,1.77451,129.098,0.0282866,7142.94,15.898,1431.96,12.5882,9.35451,528.137,118.51,3.62745,353.137,1
51.1116,2767.9,152.571,1.78381,128.571,0.0274813,7202.29,15.5571,1395.52,12.4476,9.24533,526.305,133.143,3.52381,344.19,1
123.962,3083,119.15,1.68,176,1.45E-06,7762,22.65,1722.5,31.8,2286.3,216.5,76.5,4.5,387.5,1
51.2052,3223,160,1.6375,149.5,0.0001775,6380,22.225,1909.25,13.375,4.57,478.75,46.75,5.25,424.5,0
104.647,2365,109,1.525,162,1.80E-05,8126.5,12.35,1283.5,22.5,2968.6,308.5,56.5,3.5,275,1
101.529,4036.25,260,2.22,145,9.25E-10,12390,24.7,2241.5,13.625,38.2,238.5,127.5,6,558.75,0
114.302,4708.75,155,1.525,166.75,1.36E-05,9755,26.475,2416,19.075,26.8625,234.75,46.25,4.75,675,0
58.8732,2923.5,180,1.8875,125.5,4.50E-05,8902,16.45,1485,10.975,29.025,427,97.75,3.5,375.75,0
54.1385,3325.6,135.2,1.608,147.4,0.0175894,5815.4,19.9,1724.46,15.62,3.1286,525.2,87.2,4.6,440,1
105.411,4037,193,1.985,141.5,0.0405006,10975,22.85,2041.16,16.25,9.3165,518,202.5,4.5,546.5,1
109.347,4290.5,229,2.216,147.6,1.11E-07,13058,26.63,2442.8,13.83,4.18,227.4,125,6,602,0
48.3527,2754.64,146.182,1.76273,127.727,0.0335927,6713.09,15.2273,1342.81,12.8545,8.67445,567.091,130.273,3.54545,341.545,1
48.0919,2702.42,137.644,1.76479,127.575,0.0341956,6581.1,14.4397,1232.65,13.1205,7.07889,578.986,178.699,3.27397,330.534,1
71.279,1721.5,80.5,1.25,167,0.00073,5050,10.6,1011.5,33.75,7.25,389.5,21.35,3,178.5,1
183.637,4281.5,306,2.2,140.8,9.90E-10,21542.3,25.07,2374.89,14.25,383.19,141.9,142.1,5.8,542,0
188.426,5153.25,335,1.995,147.25,1.12E-08,21127.5,29.75,2831.57,14.875,70,136,53.75,6.75,651.25,0
192.666,3465.5,121.5,1.56,157.5,1.12E-06,14250,20.1,1660.5,23.4,11.95,134.5,51.5,4,450.5,1
94.7169,2930,56.25,1.34,174.25,1.95E-05,7192.75,12.71,1315.75,23.8567,20.825,457.75,13.5,3.75,319.75,0
138.414,5099,227.5,1.905,162.5,5.23E-06,13687.5,33.45,2884.75,16.875,10.6625,197,105,5.5,706.5,0
81.8615,3385.4,200,1.928,136.6,0.0126522,10424.4,20.54,1963.4,12.34,13.152,379,106.8,4.2,447.8,1
175.628,3387.3,206,2.1855,133.9,1.17E-05,19303.5,18.1025,1565.98,15.37,8.665,171.25,78.35,5.4,434.35,0
145.829,4664.65,281,1.851,157.4,9.35E-07,14760,29.565,2543.15,16.12,76.525,185,98.85,5.45,627.55,1
56.0447,2790,168.889,1.79611,131.222,0.0141267,8119.33,16.9167,1596.28,11.5278,11.4356,443.278,86.5389,3.88889,350.833,0
53.4503,2805.88,163.509,1.82333,128.158,0.0182157,7662.11,16.8684,1442.94,11.8175,35.659,492.175,155.596,3.35088,348.579,1
39.5135,3153.5,130,1.765,132,0.135095,4220,36.5,1662,16.9,2.613,599.5,90.5,4.5,406,1
87.6327,3387.8,314,2.094,141.1,4.20E-05,10872,21.34,1946.9,13.22,102.43,302.4,133.2,6,448.2,0
148.443,4530.5,371.4,2.029,146.7,5.70E-05,17653,28.54,2696.1,13.94,12.018,237.7,70.2,5.7,576.9,0
98.9696,3581.7,356,2.242,141,6.80E-06,12101,20.84,1876.06,13.51,130.878,254.44,175,5.6,475.5,0
100.559,4198.9,221,2.196,146.8,1.11E-07,12161,26.73,2362.9,13.79,2.6,239.3,121.9,6,582,0
97.195,2203.5,58.5,2.03,129.5,8.00E-07,6010,25.75,784.465,26.45,3.8,264.2,42,4.5,200.5,1
62.1961,3715,177.5,1.7625,153.25,0.000142775,7152.5,26.1,2088.25,14.225,4.445,429.5,58,5.25,489.75,0
91.1415,2350,33.3,1.125,192.5,0.000183,3247.5,12,1134,45,14.25,386,17,2.5,229,1
188.374,5101.2,409.6,2.06,149.2,3.41E-07,21410,32,3029.8,14.82,16.1,132,81,5.8,651.2,0
112.526,2878,160,2.22,123.5,0.135,10815,31.35,1239.09,18.5,49.433,419.55,235,4.5,344.5,1
142.202,4287.65,416.9,2.244,142.9,1.20E-09,17017.5,25.885,2445.05,13.835,86.5,190.5,121.65,6,555.75,0
125.455,3670.5,250,2.055,132.5,4.50E-05,15754,21.6,1960.5,12.55,214.75,288,120.5,4,469,0
143.638,4873,295,2.05,148.5,1.80E-09,16695,29.35,2760,14.15,46.3,187.5,84,6.5,642.5,0
113.178,3945,110,1.42,167.5,0.00330165,8908.5,22.1,1950.5,19.95,55.05,332,22.5,4,527.5,0
56.0581,2771.64,160.906,1.82321,130.057,0.0165336,8045.66,15.8509,1448.63,11.8075,9.66225,456.34,157.453,3.37736,344.698,1
69.4674,3232.75,190,1.96,131,2.25E-05,9767.5,18.575,1704.75,11.65,28.55,375.25,105,4.5,426.25,0
93.7511,3536.5,120,1.435,135.5,2.60E-06,7579,16.725,1760,15.195,52.0046,982,106.5,3,463.5,1
54.8862,2975,160.2,1.828,129.9,0.0288381,7423.4,17.23,1482.66,12.82,9.4686,513.7,124.3,3.6,372.5,1
50.8215,2802.17,139.333,1.74167,134.667,0.0251497,6689.83,15.6667,1385.49,13.4667,3.37883,525.067,153.5,3.33333,347,1
25.9795,2460.15,72.75,1.5785,121.35,0.0769509,2591.75,10.315,636.331,16.845,3.77135,1037.3,227.5,2.9,285.7,0
70.1508,760.5,46,1.915,120.5,4.01E-05,6433.5,17.525,618.265,18.45,2.65,358,85,3.5,75.7,1
182.47,2837.5,214,2.452,136.3,1.40E-05,18089,13.3,1148.46,16.51,89.14,160.99,297.4,5.1,330.9,0
155.19,1533,20.3,0.995,201,0.0001714,5040,7.85,773,54.4,18.15,179.5,28.5,2.5,150,0
99.7795,2197.7,97.6,1.898,142.6,0.00810007,9711,11.24,931.634,17.05,57.2633,301.9,410.5,1.2,258.8,0
92.16,2292,24.5,1.07,188.5,0.0250165,4280,7.82,931.5,38.6,24.715,410.5,108.5,2.5,220,1
50.9593,3607,150,1.585,130,9.45E-06,5209,17.375,1882,13.045,0.5796,1042.5,122,3.5,493.5,1
117.091,2134,61,1.97,133.5,0.040505,7020,7.735,493.89,23.5,0.202,515.5,135,3.5,235.5,1
98.9183,3377.3,222,1.976,130.5,2.10E-05,13010,19.14,1786.3,11.96,153.54,334,115,4.6,430.5,0
109.89,3376,139,2.08,142.5,1.10E-06,9840,16.35,1282.96,20.3,1.61,227.5,93.5,5,435,1
157.534,1955.5,73,2.13,145.5,5.04E-06,10915,8.035,644.62,23.75,31.8855,181,232.5,2.5,216.5,1
50.7147,2814.09,137.455,1.74909,134.273,0.0274233,6644.36,15.2273,1338.08,13.5909,3.40418,532.073,158.909,3.09091,347.727,1
158.836,4049.25,285,2.1275,136.75,2.25E-05,19177,23.8,2213.25,13.375,319.875,209.5,135.25,5,514.5,0
82.2774,3724.2,96.6,1.904,137.8,3.60E-05,10463.2,20.68,1876.2,12.88,15,215.8,67,4.4,481.2,0
163.611,2782.5,200,2.38,135,1.70E-05,16715,12.65,1069.29,15.7,74.97,192.925,340,4.25,322.5,0
60.365,2411.5,152.5,1.845,123.5,8.70E-05,8466,14.7375,1196.13,11.975,3.65,430.75,98.25,2,313.25,0
119.81,4669.43,221.429,1.81286,159.143,0.000972986,12341,29.7571,2614.71,16.2286,20.5443,276.286,74.4286,5.42857,629.857,0
137.556,4470.5,205.5,1.56,170.5,1.45E-05,12746,22.2,2356,23.85,45.64,217.5,32.5,5,542.5,1
182.764,2776.5,210,2.441,136.3,0.000110003,18117,12.57,1082.36,16.52,90.16,164.09,288.77,4.9,319,0
26.8477,2447.55,74.45,1.595,122,0.0784,2651.9,10.6,659.804,16.9299,0.2245,909.8,231.25,2.95,284.75,0
50.9749,2833,151.833,1.76667,130.833,0.0245958,7045.92,15.975,1439.47,12.7833,11.5405,522.917,110,3.66667,355.333,1
92.0562,4296.65,91.545,1.36,173.5,0.000123504,6709.95,20.515,1810.34,22.99,3.3548,275.85,43.35,3.85,563.75,0
45.7785,3210.2,106.6,1.547,156.1,0.01404,4326.3,17.9,1567.23,17.5,5.5133,558.4,43.3,3.9,411.8,0
106.932,2645.5,79.35,1.375,166.5,0.000550465,7844.5,12,1301,22.15,18.15,330.5,9.35,3.5,257.5,1
46.2044,1015,6.75,0.9,174,3.85E-05,1033.5,2.595,109.925,57.1,35.69,1967,71.5,1,109,1
7.97659,1906,70.5,1.275,112,9.45E-06,1191.5,5.475,733.77,14.795,35.5046,2695,137.5,1.5,222,1
110.999,3881,373,2.288,144,1.11E-07,13130,23.03,2109.8,13.92,132.34,229.2,152,6,525.5,0
97.3272,683.75,2.275,0.8125,226,4.55E-05,1618.75,2.165,36.5925,98.775,7.535,333.5,52.5,1,69.25,0
56.1468,2870.17,156.667,1.78667,135.5,0.0116547,7723.17,16.5833,1524.6,12.5333,9.54,444.567,131,3.5,360.667,1
113.655,4671.25,118.325,1.3725,173.75,9.79E-05,9045.75,24.75,2145.5,22,5.263,243.5,31.5,4.25,619,0
57.2752,2567.9,155,1.803,130.5,0.0535617,7763.9,12.8325,1370.23,12.31,2.341,439.85,85.15,2.85,312.8,0
88.2629,2363.5,41,1.085,192.5,0.0001945,3551,9.7,1151.5,44.15,1.24,299,26,2.5,258.5,1
93.2666,1957.5,122.5,1.99,132,1.50E-05,7570,16.85,972.255,22.5,21.3,311,51.5,5,211.5,1
159.303,3981.5,66,1.21,189.5,3.17E-05,9999.5,15.5,1515.5,28.55,52.3,168,17,4,490,1
84.295,3729.5,152.5,2.085,137,1.25E-06,7801.5,33.9,1780.65,19.1,2.4,286.2,99.5,5,467,1
96.1692,4605.48,229,2.1608,153.7,1.08E-06,10314.9,35.614,2601.64,15.484,2.686,250.78,137.64,5.96,595.6,0
52.7998,2756.4,149.2,1.826,127,0.0288376,7468.4,14.2,1246.59,12.42,9.6546,520.68,181,2.8,338.6,1
56.2768,2619.33,155.556,1.75556,133.333,0.0143031,7982.67,15.8333,1486.29,11.7556,5.63333,447.378,104.822,3.55556,318.667,1
98.9193,3195.5,104,1.49,166.5,3.20E-05,7523,11.25,1207,24.25,23.09,308,56.5,3.5,387.5,1
161.452,3069.8,129.6,1.832,158.2,3.78E-09,15140.2,11.156,1188.94,16.9908,4.82,196,45,4.8,358,1
156.927,3064.5,100.8,1.145,207,1.80E-06,9264.5,19.045,1522.72,67.55,24.75,191,46.5,3,400,1
127.435,2611,194.15,1.74,170,9.00E-07,8847,15.5,1393,30.9,2357.5,211,82,4.5,335,1
105.189,4562,190,1.7225,160.25,5.25E-05,10402.5,30.4,2506.75,16.35,7.3275,286.25,70.25,5.25,619.75,0
48.3161,1926,85.5,1.26,145.5,0.00018095,2239,7.975,1032,31.695,0.6046,1060,112.5,2,217,1
120.4,4581.43,228.571,1.83,156.143,5.01E-05,12724.3,30.0143,2648.86,15.4429,20.1157,266,84.7143,5.71429,617.571,0
93.7763,2937.5,177.5,2.1075,137.25,0.01575,10985.8,15.975,1550.68,13.975,5.815,292.25,73,3.75,371.75,0
161.046,3600.5,217.5,2.18,133.5,7.53E-06,18312.5,19.05,1699.97,14.3,16.8,205,78.25,5.5,461.25,0
100.143,1380,21.75,1.3,181,3.01E-05,4421,2.725,97.955,59.4,97.19,298.5,70,2,150.5,1
60.0244,1440.8,19.1,1.015,177.65,0.0425004,2303,8.414,838.55,43.12,5.6155,559.45,175.85,2.15,155.75,0
61.701,3517.9,136,1.576,159.1,0.00594,6158.3,20.13,1819.8,17.31,14.49,481.7,24.6,4.3,453,0
115.406,3131.5,109,1.55,159.5,0.0315003,8857.5,17.9,1600.5,20.65,43.78,301.5,47.5,3,381,1
126.427,4511.75,81.825,1.3225,182.75,9.90E-05,7814.25,19.75,1828.75,25.6833,1.988,238,30.75,4,567.5,0
138.497,3825,55.5,1.33,188,1.60E-05,7354.5,16,1645.5,28.9165,17.3,342.5,35,3.5,424,0
52.6659,2742.17,151,1.79833,129,0.0240547,7422,15.25,1356.66,12.3667,8.56217,508.567,166.5,3.33333,338.667,1
176.301,4851.5,431.8,2.143,144.9,1.90E-05,20951,30.18,2920.7,13.98,14.006,165.9,81.4,5.9,612.3,0
88.1733,3927,75.75,1.9025,141.25,2.25E-05,10852,21.55,1981.5,13.375,17.625,158.5,61,5,507,0
149.469,2645.5,87,1.415,163,0.00055,13643,8.02,943,16.3135,7.5,304.5,6.85,5,272.5,1
183.808,2661.1,205,2.451,134.6,7.80E-06,18084,11.985,999.715,16.82,88.94,154.99,300,4.7,308.9,0
50.2514,2824.45,149.273,1.75636,131.273,0.0268291,6877.36,15.9545,1434.42,12.9455,9.20782,532.182,110.909,3.63636,353.545,1
117.391,4481,235,1.995,157.5,9.56E-05,12680,28.9,2666,14.85,11.73,310.5,100.5,5.5,626.5,0
159.701,5253.25,207.5,1.665,166,1.55E-06,15057.5,36,2918.5,17.45,16.025,167.75,77.5,5.25,702,0
101.589,3861.75,252.5,2.21,145.25,2.77E-07,11780.8,25.025,2118.97,14.375,39.275,242.25,120,5.5,513.75,0
97.7091,3666.2,358,2.215,143.1,1.90E-05,11816,21.81,1958.6,13.71,131.006,264.9,138.1,5.9,490.8,0
48.2439,2648.2,147.4,1.6525,136.3,0.012269,6516.5,19.03,1720,12.775,2.66995,516.4,115.15,5.55,332.1,0
67.7004,825,24.15,1.31,155,0.0115001,4809,4.45,209.395,30.55,1225.27,730,118,1.5,98.85,1
63.1422,3572,149.2,1.714,147.6,0.0175516,6649.4,22.54,1867.06,15.96,2.6366,477.6,108.8,4.8,469.4,1
56.5246,2761.89,167.778,1.79889,130.333,0.00719,8249.78,16.8889,1550.33,11.4333,12.2178,444.556,83.0778,3.66667,347.667,0
51.9635,1458.5,23,0.9875,180.75,0.03759,1820,8.405,825.75,46.075,0.6225,548.25,158.75,2,150.5,0
106.547,3055.5,104,1.515,164,0.0315026,7887.5,11.9,1425.5,22.45,24501.3,344.5,45,3,326,1
128.025,3958.55,326.1,1.957,141.75,6.30E-05,15665.5,26.275,2526.3,13.145,9.645,273.1,90.15,6,499.05,0
50.9893,2783.43,142.286,1.73,135.286,0.0215769,6761.29,16.3571,1459.99,13.2714,3.339,514.057,145,3.71429,345.857,1
56.1228,2657.14,157.143,1.76286,133.857,0.0182197,7923.71,16.0143,1525.09,11.8143,4.7,443.2,120.671,3.71429,324.286,1
70.8998,2295.5,58.5,1.695,131.5,0.0405001,5005,6.98,408.46,21.35,97.1165,568.5,158.5,3,261.5,1
65.2081,3129.2,176,1.892,136.2,0.0126598,8642.4,20.12,1721.52,12.42,3.308,395.48,160.6,3.8,392.8,1
139.915,2284.5,60.5,2.17,133,5.70E-06,8331.5,18.285,632.88,26.55,1.1855,224.2,47.5,4,256,1
123.54,3248,195,1.97,137.5,7.00E-05,14320,20.25,1837.65,13.75,6.55,290.5,82.5,6,414.5,0
55.8702,2833.8,162,1.76,134.8,0.012882,7852.4,16.64,1528.8,11.94,12.524,456.6,61.74,3.6,354.6,1
118.522,4878.25,265,2.095,153.25,8.26E-07,12965,35.25,2763.75,15.3,24.45,222.5,116.25,6.25,626.25,0
38.1505,1880.5,102.5,1.485,140,0.01457,4464,14.6,1278.5,17.649,1.5815,734,127,4,233.5,1
52.0385,2730.25,144,1.825,125.75,0.020297,7367,14.3,1173.74,12.575,11.4283,538.6,206.5,2.75,336.5,1
104.096,3328.5,99,1.415,174.5,9.76E-05,7005.5,16.4,1611.5,23.45,24502.5,364.5,21,4,379,1
43.4826,2023,56.55,1.18,181.5,0.0108,2681.5,10.515,865.69,46.75,4.1,638.5,61,2.5,250.95,1
125.233,3878.25,365,2.26,141.75,6.25E-10,14987.5,22.775,2089.5,13.825,215,212.75,150,6,511.25,0
160.928,4374,114.5,1.315,186.5,5.15E-06,11645,21.45,1974,26.7,15.95,166.5,35,4.5,533,1
